time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-07-21,22.0,15.3,28.1,,,328.0,3.7,,1012.0,
2018-07-22,22.9,16.7,29.8,,,75.0,3.9,,1011.4,
2018-07-23,23.2,17.5,30.3,,,341.0,4.3,,1010.5,
2018-07-24,23.7,18.3,31.4,,,291.0,4.9,,1011.3,
2018-07-25,23.0,15.3,30.2,,,314.0,4.7,,1013.1,
2018-07-26,22.5,17.9,28.9,,,299.0,4.5,,1012.4,
2018-07-27,21.7,16.1,30.1,,,157.0,4.0,,1012.8,
2018-07-28,20.7,15.9,27.5,,,110.0,3.8,,1014.1,
2018-07-29,20.7,14.6,28.2,,,338.0,3.8,,1014.4,
2018-07-30,22.3,16.9,29.4,,,332.0,4.5,,1011.4,
2018-07-31,22.3,17.5,29.2,,,319.0,4.3,,1010.9,
2018-08-01,21.8,16.1,28.1,,,18.0,4.0,,1012.0,
2018-08-02,21.8,16.9,27.6,,,41.0,4.1,,1011.2,
2018-08-03,22.3,16.4,28.6,,,50.0,3.8,,1010.2,
2018-08-04,22.4,16.7,29.4,,,138.0,4.0,,1009.4,
2018-08-05,21.1,16.7,26.4,,,103.0,3.7,,1010.3,
2018-08-06,20.5,16.8,26.7,,,100.0,3.8,,1011.4,
2018-08-07,20.2,16.8,25.9,,,119.0,3.4,,1012.2,
2018-08-08,20.7,16.8,26.3,,,,3.7,,1011.9,
2018-08-09,20.4,14.5,27.7,,,52.0,3.9,,1012.7,
2018-08-10,20.2,15.8,27.3,,,157.0,3.5,,1013.6,
2018-08-11,20.9,16.3,27.0,,,309.0,3.9,,1013.2,
2018-08-12,21.5,16.8,27.6,,,316.0,4.3,,1013.0,
2018-08-13,20.6,17.1,25.5,,,214.0,3.7,,1012.8,
2018-08-14,20.3,16.5,26.9,,,174.0,3.3,,1011.9,
2018-08-15,20.6,16.4,26.3,,,271.0,3.7,,1012.8,
2018-08-16,21.1,16.5,27.6,,,346.0,3.8,,1013.8,
2018-08-17,21.2,16.4,28.3,,,39.0,3.4,,1014.6,
2018-08-18,21.6,16.1,27.8,,,342.0,4.2,,1014.2,
2018-08-19,21.7,17.5,27.9,,,313.0,3.9,,1011.3,
2018-08-20,22.1,17.5,29.5,,,323.0,4.0,,1011.0,
2018-08-21,21.4,17.3,26.3,,,92.0,3.6,,1012.7,
2018-08-22,20.7,16.8,26.6,,,88.0,3.7,,1015.1,
2018-08-23,20.9,16.3,26.7,,,77.0,3.6,,1014.8,
2018-08-24,21.0,16.6,26.7,,,9.0,3.7,,1011.7,
2018-08-25,21.2,15.4,27.9,,,36.0,3.8,,1011.5,
2018-08-26,21.0,16.0,27.0,,,62.0,3.7,,1011.9,
2018-08-27,20.8,15.9,26.7,,,282.0,3.5,,1011.9,
2018-08-28,20.9,16.1,26.9,,,309.0,3.6,,1011.2,
2018-08-29,20.2,16.5,25.5,,,23.0,3.2,,1012.7,
2018-08-30,19.7,16.1,24.6,,,14.0,3.1,,1013.3,
2018-08-31,20.0,16.8,25.1,,,102.0,3.3,,1011.8,
2018-09-01,20.3,16.9,25.8,,,347.0,3.4,,1010.9,
2018-09-02,20.5,16.5,26.3,,,327.0,3.2,,1010.8,
2018-09-03,20.9,17.3,27.7,,,27.0,3.4,,1009.9,
2018-09-04,21.0,15.9,27.4,,,39.0,3.2,,1009.6,
2018-09-05,21.1,16.2,27.4,,,7.0,3.7,,1010.4,
2018-09-06,20.5,16.8,25.1,,,58.0,3.6,,1011.6,
2018-09-07,20.4,16.8,27.5,,,346.0,3.3,,1012.2,
2018-09-08,20.5,16.2,26.3,,,322.0,3.9,,1011.4,
2018-09-09,20.8,15.7,26.9,,,308.0,4.9,,1009.6,
2018-09-10,20.6,17.1,25.6,,,311.0,4.0,,1008.7,
2018-09-11,20.5,17.7,25.6,,,,3.0,,1009.1,
2018-09-12,20.7,16.4,26.3,,,350.0,3.3,,1009.8,
2018-09-13,20.7,17.7,25.1,,,354.0,3.2,,1008.7,
2018-09-14,20.9,17.2,26.9,,,122.0,3.0,,1008.8,
2018-09-15,20.8,17.1,26.5,,,65.0,2.9,,1009.4,
2018-09-16,20.0,17.2,24.9,,,349.0,3.0,,1010.1,
2018-09-17,20.1,16.7,24.9,,,,2.7,,1011.1,
2018-09-18,19.9,16.0,25.1,,,29.0,3.3,,1011.3,
2018-09-19,20.3,16.3,27.1,,,,2.8,,1010.9,
2018-09-20,21.1,16.5,27.3,,,338.0,3.5,,1010.9,
2018-09-21,22.0,17.1,28.7,,,14.0,3.6,,1009.7,
2018-09-22,22.0,18.1,28.9,,,39.0,3.7,,1009.0,
2018-09-23,21.2,16.4,26.5,,,93.0,3.6,,1009.5,
2018-09-24,21.1,16.9,26.9,,,354.0,3.2,,1009.4,
2018-09-25,21.3,16.4,26.5,,,1.0,3.5,,1009.7,
2018-09-26,20.9,16.3,26.2,,,33.0,3.6,,1010.3,
2018-09-27,20.4,16.3,26.4,,,343.0,3.8,,1010.4,
2018-09-28,20.4,16.4,26.2,,,25.0,3.0,,1010.8,
2018-09-29,20.2,16.3,24.2,,,20.0,3.0,,1011.6,
2018-09-30,20.5,16.4,26.5,,,39.0,3.1,,1011.7,
2018-10-01,20.9,17.3,26.8,,,38.0,3.2,,1011.8,
2018-10-02,20.8,16.3,26.9,,,82.0,3.6,,1012.1,
2018-10-03,20.7,15.6,25.9,,,47.0,3.3,,1011.0,
2018-10-04,20.9,15.6,26.3,,,74.0,3.6,,1010.1,
2018-10-05,20.4,16.5,26.9,,,61.0,3.3,,1009.7,
2018-10-06,20.0,16.4,24.6,,,316.0,3.7,,1009.4,
2018-10-07,19.7,15.9,24.4,,,315.0,3.7,,1009.4,
2018-10-08,19.9,16.2,25.3,,,300.0,4.4,,1008.0,
2018-10-09,19.5,13.3,25.1,,,298.0,4.7,,1007.6,
2018-10-10,19.1,13.0,25.5,,,302.0,3.8,,1009.4,
2018-10-11,20.0,13.8,26.9,,,308.0,3.6,,1010.3,
2018-10-12,21.0,16.7,26.6,,,316.0,3.8,,1010.0,
2018-10-13,21.0,16.5,26.9,,,310.0,4.9,,1008.6,
2018-10-14,20.3,16.3,25.3,,,311.0,3.7,,1008.6,
2018-10-15,20.2,17.2,24.5,,,354.0,3.0,,1008.4,
2018-10-16,19.9,17.1,24.9,,,92.0,3.0,,1008.5,
2018-10-17,20.4,16.9,27.8,,,81.0,3.3,,1009.9,
2018-10-18,20.1,16.4,25.9,,,85.0,4.3,,1011.6,
2018-10-19,20.2,16.1,26.6,,,92.0,3.7,,1011.5,
2018-10-20,20.3,16.5,26.4,,,79.0,3.7,,1010.7,
2018-10-21,19.6,16.8,23.7,,,,3.8,,1011.4,
2018-10-22,18.7,16.7,22.4,,,103.0,4.7,,1011.3,
2018-10-23,18.5,16.2,22.3,,,118.0,4.5,,1011.7,
2018-10-24,19.4,16.1,24.1,,,,3.9,,1012.3,
2018-10-25,20.0,16.0,25.7,,,324.0,4.3,,1011.2,
2018-10-26,20.2,16.0,25.9,,,302.0,3.7,,1009.9,
2018-10-27,19.9,15.1,27.4,,,344.0,3.3,,1011.1,
2018-10-28,19.9,14.9,26.3,,,80.0,3.3,,1014.0,
2018-10-29,19.6,14.5,25.7,,,71.0,3.1,,1014.4,
2018-10-30,19.6,12.8,26.9,,,320.0,3.7,,1012.9,
2018-10-31,19.3,14.3,25.3,,,312.0,4.1,,1012.3,
2018-11-01,18.9,14.3,23.4,,,310.0,3.9,,1012.0,
2018-11-02,18.4,14.2,23.9,,,299.0,3.0,,1012.5,
2018-11-03,17.7,14.1,22.6,,,,2.8,,1012.6,
2018-11-04,16.3,14.0,19.4,,,,3.3,,1013.7,
2018-11-05,17.6,14.2,22.5,,,,3.2,,1012.8,
2018-11-06,18.5,11.5,26.3,,,,2.8,,1012.0,
2018-11-07,19.5,13.1,27.5,,,319.0,3.6,,1011.4,
2018-11-08,19.9,13.7,27.4,,,314.0,4.1,,1010.8,
2018-11-09,19.4,12.2,27.6,,,311.0,3.8,,1010.9,
2018-11-10,19.0,13.2,25.5,,,344.0,3.3,,1012.3,
2018-11-11,19.3,14.0,26.3,,,,3.9,,1012.6,
2018-11-12,17.8,12.2,23.5,,,,3.2,,1012.8,
2018-11-13,16.8,11.3,24.3,,,,3.5,,1014.2,
2018-11-14,13.3,7.1,19.1,,,93.0,4.0,,1019.3,
2018-11-15,13.3,6.1,22.4,,,94.0,3.3,,1018.1,
2018-11-16,14.0,7.0,22.6,,,,3.2,,1016.3,
2018-11-17,14.3,7.0,22.9,,,,2.9,,1016.2,
2018-11-18,15.5,7.7,25.9,,,,3.6,,1015.4,
2018-11-19,16.2,7.6,25.9,,,,3.2,,1015.0,
2018-11-20,16.7,9.4,25.3,,,,2.8,,1014.6,
2018-11-21,17.9,10.6,26.9,,,281.0,3.3,,1015.6,
2018-11-22,18.2,10.2,27.4,,,299.0,3.6,,1015.6,
2018-11-23,17.8,9.9,27.6,,,,3.8,,1013.5,
2018-11-24,17.7,9.7,26.9,,,,3.7,,1011.2,
2018-11-25,16.6,9.9,24.6,,,,3.9,,1012.0,
2018-11-26,16.0,8.6,25.1,,,248.0,3.3,,1013.9,
2018-11-27,16.4,9.9,23.3,,,,3.2,,1014.0,
2018-11-28,14.5,12.1,16.5,,,53.0,3.8,,1012.7,
2018-11-29,14.2,11.1,18.0,,,98.0,3.3,,1013.8,
2018-11-30,14.6,9.5,22.2,,,172.0,3.3,,1013.8,
2018-12-01,14.5,8.8,22.4,,,228.0,3.3,,1013.0,
2018-12-02,14.4,8.7,22.9,,,,2.9,,1013.1,
2018-12-03,14.4,6.8,24.3,,,,2.9,,1014.5,
2018-12-04,15.7,9.4,25.8,,,,2.8,,1015.1,
2018-12-05,16.9,11.2,25.1,,,274.0,2.8,,1015.6,
2018-12-06,17.7,13.1,24.4,,,13.0,3.1,,1016.5,
2018-12-07,17.6,13.2,23.5,,,332.0,3.5,,1016.6,
2018-12-08,17.1,12.3,23.8,,,291.0,3.2,,1016.6,
2018-12-09,16.1,10.7,23.3,,,296.0,3.2,,1016.9,
2018-12-10,15.6,10.4,23.3,,,,3.0,,1017.2,
2018-12-11,15.8,10.4,23.7,,,277.0,3.3,,1018.2,
2018-12-12,16.3,11.3,22.0,,,,4.1,,1016.8,
2018-12-13,15.7,11.3,21.5,,,,3.8,,1015.0,
2018-12-14,13.3,8.4,21.5,,,,3.4,,1017.6,
2018-12-15,10.9,3.9,20.0,,,100.0,4.0,,1020.7,
2018-12-16,12.0,4.5,21.3,,,,3.1,,1020.4,
2018-12-17,14.2,7.2,23.9,,,,3.2,,1018.4,
2018-12-18,15.3,9.3,23.1,,,227.0,3.7,,1015.1,
2018-12-19,14.0,7.7,22.4,,,245.0,3.9,,1013.4,
2018-12-20,11.7,3.9,21.2,,,114.0,3.1,,1016.8,
2018-12-21,11.3,3.7,21.9,,,,3.0,,1018.3,
2018-12-22,11.3,2.0,23.4,,,,3.1,,1018.5,
2018-12-23,12.0,3.3,23.5,,,,2.7,,1017.8,
2018-12-24,12.2,5.5,20.4,,,,2.3,,1017.9,
2018-12-25,14.0,8.0,22.6,,,,2.7,,1015.5,
2018-12-26,15.7,9.9,24.2,,,,3.6,,1013.1,
2018-12-27,14.2,8.0,21.5,,,228.0,3.8,,1012.4,
2018-12-28,13.1,7.1,20.7,,,196.0,2.8,,1014.1,
2018-12-29,13.9,8.0,21.4,,,,3.1,,1014.5,
2018-12-30,13.9,8.5,21.1,,,211.0,4.2,,1014.3,
2018-12-31,13.7,9.6,19.3,,,,3.0,,1014.3,
2019-01-01,13.6,6.7,21.2,,,,2.8,,1014.1,
2019-01-02,14.8,7.9,22.7,,,,3.0,,1013.7,
2019-01-03,15.0,8.9,23.9,,,,3.3,,1014.3,
2019-01-04,15.8,9.7,24.7,,,,2.7,,1014.6,
2019-01-05,16.7,9.4,25.7,,,,3.0,,1015.3,
2019-01-06,17.4,11.3,25.4,,,298.0,3.7,,1015.7,
2019-01-07,17.4,10.0,26.5,,,336.0,3.2,,1015.0,
2019-01-08,17.7,10.9,27.6,,,16.0,2.6,,1015.1,
2019-01-09,14.9,5.8,24.0,,,141.0,3.4,,1018.5,
2019-01-10,15.4,8.5,23.4,,,42.0,3.3,,1018.6,
2019-01-11,16.6,10.6,23.1,,,272.0,3.7,,1015.2,
2019-01-12,16.3,10.4,23.5,,,292.0,3.0,,1015.5,
2019-01-13,15.9,10.6,25.1,,,253.0,3.0,,1016.1,
2019-01-14,15.9,9.2,24.1,,,,3.1,,1017.3,
2019-01-15,16.0,12.2,21.3,,,,2.6,,1017.4,
2019-01-16,16.3,10.9,23.6,,,,2.7,,1017.3,
2019-01-17,15.6,12.4,19.6,,,4.0,2.8,,1018.1,
2019-01-18,16.2,11.0,22.2,,,301.0,2.7,,1016.3,
2019-01-19,16.3,9.2,24.9,,,340.0,2.7,,1015.1,
2019-01-20,16.0,10.0,23.0,,,90.0,4.0,,1017.3,
2019-01-21,15.8,7.9,25.4,,,286.0,3.3,,1016.4,
2019-01-22,16.9,9.4,25.2,,,265.0,4.2,,1014.2,
2019-01-23,16.9,10.3,25.2,,,303.0,3.9,,1013.5,
2019-01-24,16.1,7.9,25.2,,,285.0,3.3,,1013.5,
2019-01-25,16.7,8.9,25.5,,,251.0,3.9,,1013.7,
2019-01-26,16.6,9.4,24.1,,,253.0,5.3,,1012.5,
2019-01-27,13.1,3.9,23.0,,,105.0,4.6,,1015.9,
2019-01-28,13.2,2.9,23.8,,,239.0,4.5,,1015.1,
2019-01-29,14.2,5.5,24.3,,,270.0,3.6,,1013.5,
2019-01-30,14.8,6.9,24.9,,,218.0,4.2,,1013.3,
2019-01-31,14.1,6.2,23.1,,,230.0,3.8,,1015.0,
2019-02-01,14.8,7.2,24.9,,,,3.7,,1015.2,
2019-02-02,15.9,8.1,25.4,,,258.0,3.4,,1014.4,
2019-02-03,15.9,7.1,26.2,,,,3.7,,1012.8,
2019-02-04,16.9,8.9,26.6,,,,3.2,,1012.1,
2019-02-05,17.3,8.9,28.4,,,,3.1,,1012.3,
2019-02-06,18.3,9.9,29.2,,,260.0,4.1,,1011.8,
2019-02-07,18.1,8.8,27.9,,,288.0,3.7,,1012.0,
2019-02-08,18.3,10.4,27.4,,,162.0,3.5,,1012.2,
2019-02-09,18.6,12.2,25.9,,,65.0,3.6,,1014.2,
2019-02-10,18.8,11.3,26.3,,,298.0,4.7,,1013.2,
2019-02-11,18.8,11.8,25.9,,,282.0,5.2,,1011.9,
2019-02-12,18.4,11.4,26.5,,,,3.6,,1012.0,
2019-02-13,18.3,11.4,26.4,,,195.0,4.4,,1013.9,
2019-02-14,19.3,11.8,27.3,,,262.0,4.7,,1012.6,
2019-02-15,19.8,11.1,29.3,,,258.0,3.9,,1011.7,
2019-02-16,21.1,12.2,31.6,,,256.0,4.5,,1009.0,
2019-02-17,20.7,12.9,29.2,,,279.0,5.3,,1009.1,
2019-02-18,20.0,11.4,29.9,,,245.0,4.7,,1010.2,
2019-02-19,18.7,10.9,27.5,,,244.0,4.9,,1010.2,
2019-02-20,18.2,9.9,27.9,,,214.0,5.2,,1008.7,
2019-02-21,17.2,7.8,26.7,,,204.0,5.5,,1008.8,
2019-02-22,17.7,11.8,25.9,,,257.0,5.2,,1012.1,
2019-02-23,18.4,13.4,24.9,,,212.0,4.0,,1013.3,
2019-02-24,19.4,8.9,29.3,,,205.0,4.1,,1012.3,
2019-02-25,20.1,12.2,28.1,,,258.0,4.2,,1012.8,
2019-02-26,20.8,11.4,29.4,,,285.0,4.9,,1013.2,
2019-02-27,21.0,12.1,29.9,,,289.0,5.2,,1012.1,
2019-02-28,21.0,10.9,31.6,,,282.0,4.8,,1010.1,
2019-03-01,20.8,11.1,30.7,,,288.0,4.7,,1010.5,
2019-03-02,21.3,12.2,30.9,,,301.0,4.8,,1011.6,
2019-03-03,21.6,11.2,31.6,,,281.0,4.6,,1010.1,
2019-03-04,21.5,12.2,32.3,,,263.0,4.7,,1009.1,
2019-03-05,21.9,12.3,32.1,,,265.0,4.3,,1010.5,
2019-03-06,21.8,12.6,30.7,,,255.0,4.3,,1012.4,
2019-03-07,21.9,11.7,30.9,,,301.0,5.0,,1012.4,
2019-03-08,21.8,12.0,31.1,,,294.0,5.1,,1010.4,
2019-03-09,21.6,10.9,31.5,,,286.0,4.8,,1009.2,
2019-03-10,21.4,11.4,31.4,,,302.0,4.6,,1009.4,
2019-03-11,22.3,11.9,33.3,,,231.0,4.3,,1009.3,
2019-03-12,21.7,13.6,29.7,,,261.0,5.0,,1009.8,
2019-03-13,20.4,11.6,28.3,,,260.0,4.9,,1009.5,
2019-03-14,20.7,12.1,30.2,,,232.0,4.0,,1009.4,
2019-03-15,20.9,12.0,30.4,,,209.0,4.6,,1009.3,
2019-03-16,20.0,13.0,27.4,,,209.0,4.8,,1011.1,
2019-03-17,20.2,13.7,27.7,,,249.0,4.6,,1011.3,
2019-03-18,20.2,13.3,28.3,,,,5.6,,1010.2,
2019-03-19,19.6,10.4,28.7,,,256.0,4.6,,1010.9,
2019-03-20,19.3,9.9,27.7,,,237.0,4.5,,1011.9,
2019-03-21,20.1,11.4,29.4,,,177.0,3.8,,1011.9,
2019-03-22,20.0,11.7,28.4,,,219.0,5.2,,1011.9,
2019-03-23,19.8,10.4,28.4,,,265.0,4.4,,1013.1,
2019-03-24,20.9,11.5,30.2,,,253.0,4.3,,1012.7,
2019-03-25,22.2,11.4,31.9,,,266.0,4.1,,1011.0,
2019-03-26,22.5,12.4,32.1,,,160.0,3.9,,1010.1,
2019-03-27,22.0,12.9,31.1,,,104.0,4.0,,1011.6,
2019-03-28,22.5,12.0,31.4,,,297.0,4.8,,1011.8,
2019-03-29,22.4,11.8,31.8,,,284.0,6.0,,1009.7,
2019-03-30,21.6,9.2,32.0,,,283.0,5.3,,1008.5,
2019-03-31,21.7,10.9,31.4,,,254.0,4.7,,1008.0,
2019-04-01,21.4,11.6,30.4,,,267.0,4.7,,1009.7,
2019-04-02,21.4,12.3,30.0,,,240.0,4.6,,1011.4,
2019-04-03,21.3,13.3,29.4,,,252.0,5.0,,1012.6,
2019-04-04,21.1,11.5,29.5,,,290.0,5.0,,1013.6,
2019-04-05,21.3,13.1,28.9,,,258.0,5.4,,1010.9,
2019-04-06,21.0,12.6,29.9,,,241.0,6.0,,1009.7,
2019-04-07,,,,,,,,,,
2019-04-08,21.0,11.6,30.2,,,292.0,4.0,,1010.7,
2019-04-09,21.3,11.6,30.6,,,324.0,4.3,,1010.9,
2019-04-10,21.9,11.4,30.9,,,290.0,5.6,,1009.0,
2019-04-11,21.3,10.2,30.0,,,281.0,6.1,,1007.5,
2019-04-12,20.3,10.3,29.1,,,252.0,5.8,,1006.7,
2019-04-13,19.6,10.8,28.4,,,278.0,6.3,,1007.2,
2019-04-14,19.9,8.6,30.3,,,210.0,3.9,,1008.8,
2019-04-15,21.8,12.3,32.2,,,178.0,4.0,,1008.9,
2019-04-16,22.9,12.4,33.4,,,199.0,5.1,,1010.1,
2019-04-17,23.0,12.6,32.3,,,263.0,5.6,,1009.8,
2019-04-18,22.9,12.2,32.3,,,294.0,5.7,,1007.4,
2019-04-19,22.7,13.7,30.9,,,99.0,5.2,,1009.0,
2019-04-20,23.1,12.3,31.9,,,135.0,5.1,,1010.7,
2019-04-21,23.6,13.9,32.5,,,285.0,5.9,,1010.2,
2019-04-22,23.6,12.2,32.5,,,295.0,5.9,,1009.8,
2019-04-23,23.4,14.1,32.1,,,278.0,5.8,,1008.0,
2019-04-24,22.1,11.6,30.5,,,269.0,6.1,,1007.9,
2019-04-25,22.2,14.0,30.2,,,278.0,4.0,,1008.4,
2019-04-26,23.5,12.8,32.1,,,270.0,4.3,,1009.5,
2019-04-27,23.8,14.9,31.3,,,254.0,4.6,,1008.7,
2019-04-28,23.3,14.7,31.4,,,254.0,5.1,,1008.1,
2019-04-29,23.7,15.9,32.3,,,309.0,5.7,,1008.2,
2019-04-30,24.8,14.4,34.4,,,312.0,5.7,,1007.6,
2019-05-01,25.2,14.8,34.3,,,302.0,5.7,,1007.0,
2019-05-02,25.1,15.8,34.2,,,284.0,6.1,,1006.9,
2019-05-03,24.2,14.4,32.5,,,291.0,6.7,,1006.2,
2019-05-04,23.7,16.1,31.4,,,299.0,6.1,,1005.3,
2019-05-05,23.7,14.5,32.3,,,268.0,6.0,,1005.0,
2019-05-06,22.6,14.4,30.3,,,281.0,6.0,,1007.5,
2019-05-07,22.1,10.2,31.4,,,285.0,6.6,,1009.7,
2019-05-08,21.9,11.2,32.2,,,275.0,6.5,,1008.4,
2019-05-09,22.0,11.3,32.1,,,261.0,5.5,,1006.1,
2019-05-10,22.5,11.4,31.4,,,286.0,6.1,,1006.8,
2019-05-11,23.1,12.6,31.9,,,298.0,6.1,,1007.0,
2019-05-12,22.6,11.8,30.8,,,300.0,6.8,,1007.8,
2019-05-13,22.9,11.9,32.9,,,279.0,5.4,,1008.0,
2019-05-14,23.9,13.5,34.3,,,268.0,5.2,,1007.6,
2019-05-15,23.9,13.0,33.3,,,302.0,4.8,,1007.5,
2019-05-16,24.8,16.1,33.4,,,298.0,5.5,,1007.6,
2019-05-17,24.5,15.5,33.5,,,286.0,6.3,,1007.2,
2019-05-18,24.0,14.3,32.5,,,295.0,7.0,,1006.7,
2019-05-19,24.2,13.3,33.5,,,299.0,6.1,,1006.5,
2019-05-20,24.4,13.9,33.5,,,303.0,6.7,,1006.2,
2019-05-21,24.1,13.4,33.1,,,292.0,7.0,,1005.3,
2019-05-22,24.0,13.6,33.2,,,288.0,5.7,,1005.5,
2019-05-23,24.4,13.8,33.4,,,292.0,5.8,,1006.3,
2019-05-24,25.0,15.5,33.9,,,237.0,4.3,,1006.1,
2019-05-25,25.2,16.3,33.6,,,284.0,4.4,,1006.5,
2019-05-26,25.1,17.1,32.7,,,302.0,5.1,,1007.8,
2019-05-27,24.6,17.6,31.8,,,307.0,5.8,,1006.8,
2019-05-28,24.4,17.9,31.3,,,293.0,7.2,,1005.0,
2019-05-29,24.8,18.1,32.2,,,299.0,7.0,,1003.7,
2019-05-30,24.9,17.2,34.0,,,304.0,6.3,,1004.7,
2019-05-31,24.1,17.9,33.4,,,310.0,4.7,,1005.7,
2019-06-01,24.3,17.0,31.6,,,136.0,4.3,,1006.0,
2019-06-02,24.2,19.1,32.4,,,292.0,4.3,,1005.4,
2019-06-03,23.5,18.4,31.6,,,327.0,4.4,,1006.4,
2019-06-04,23.6,19.1,29.0,,,258.0,5.1,,1006.7,
2019-06-05,23.6,19.1,28.7,,,285.0,5.6,,1007.8,
2019-06-06,24.1,18.5,32.4,,,303.0,5.0,,1008.3,
2019-06-07,24.5,17.7,31.3,,,247.0,4.4,,1006.7,
2019-06-08,23.6,17.9,30.6,,,241.0,4.3,,1007.2,
2019-06-09,25.3,18.0,34.5,,,23.0,4.2,,1008.2,
2019-06-10,26.1,17.2,34.7,,,99.0,5.7,,1009.3,
2019-06-11,25.3,18.6,31.4,,,91.0,5.4,,1010.3,
2019-06-12,24.8,18.9,31.9,,,299.0,5.7,,1008.3,
2019-06-13,24.3,17.6,30.5,,,124.0,4.3,,1009.5,
2019-06-14,24.3,17.5,33.0,,,351.0,5.1,,1010.1,
2019-06-15,23.9,18.4,31.5,,,305.0,5.3,,1008.8,
2019-06-16,23.4,17.8,30.5,,,284.0,4.6,,1007.6,
2019-06-17,22.9,17.5,31.6,,,290.0,4.7,,1008.6,
2019-06-18,22.9,18.4,28.7,,,330.0,4.4,,1010.6,
2019-06-19,22.9,18.6,28.9,,,319.0,4.6,,1010.8,
2019-06-20,23.9,18.7,30.3,,,336.0,5.1,,1009.4,
2019-06-21,24.4,18.8,32.9,,,286.0,5.0,,1008.9,
2019-06-22,24.7,17.9,32.4,,,294.0,5.1,,1009.7,
2019-06-23,24.4,15.7,31.6,,,290.0,5.7,,1008.9,
2019-06-24,24.3,16.7,32.4,,,275.0,5.3,,1007.4,
2019-06-25,23.4,16.4,31.3,,,279.0,4.4,,1008.0,
